Customer_ID,cohort_month,order_month,months_since_first_purchase
C02655,2024-06,2024-06,0
C02656,2024-02,2024-02,0
C02656,2024-02,2024-11,8
C02656,2024-02,2025-02,11
C02657,2024-11,2024-11,0
C02657,2024-11,2024-12,0
C02657,2024-11,2025-06,6
C02659,2024-06,2024-06,0
C02659,2024-06,2024-08,1
C02659,2024-06,2024-10,3
C02659,2024-06,2025-04,9
C02659,2024-06,2025-09,14
C02659,2024-06,2025-12,17
C02660,2024-07,2024-07,0
C02660,2024-07,2024-10,2
C02660,2024-07,2025-05,9
C02661,2025-10,2025-10,0
C02663,2024-03,2024-03,0
C02663,2024-03,2025-02,10
C02663,2024-03,2025-08,16
C02663,2024-03,2025-11,19
C02665,2025-12,2025-12,0
C02666,2024-07,2024-07,0
C02666,2024-07,2025-10,14
C02667,2024-01,2024-01,0
C02667,2024-01,2024-06,4
C02667,2024-01,2025-07,17
C02668,2024-12,2024-12,0
C02668,2024-12,2025-04,3
C02668,2024-12,2025-08,7
C02668,2024-12,2025-09,8
C02668,2024-12,2025-11,10
C02669,2024-01,2024-01,0
C02669,2024-01,2024-02,0
C02670,2024-01,2024-01,0
C02670,2024-01,2024-04,2
C02670,2024-01,2024-07,5
C02670,2024-01,2025-02,12
C02670,2024-01,2025-06,16
C02671,2024-05,2024-05,0
C02671,2024-05,2024-08,2
C02671,2024-05,2025-01,7
C02671,2024-05,2025-03,9
C02672,2024-10,2024-10,0
C02673,2024-07,2024-07,0
C02673,2024-07,2025-06,10
C02673,2024-07,2025-08,12
C02674,2024-03,2024-03,0
C02674,2024-03,2025-05,13
C02675,2025-02,2025-02,0
C02675,2025-02,2025-10,7
C02677,2024-11,2024-11,0
C02679,2024-03,2024-03,0
C02679,2024-03,2024-11,7
C02679,2024-03,2025-02,10
C02679,2024-03,2025-04,12
C02680,2024-01,2024-01,0
C02681,2025-05,2025-05,0
C02682,2024-05,2024-05,0
C02682,2024-05,2025-10,16
C02683,2024-08,2024-08,0
C02683,2024-08,2025-02,5
C02684,2024-02,2024-02,0
C02684,2024-02,2024-07,4
C02684,2024-02,2025-01,10
C02684,2024-02,2025-08,17
C02685,2024-02,2024-02,0
C02685,2024-02,2024-03,0
C02685,2024-02,2024-11,8
C02686,2024-03,2024-03,0
C02686,2024-03,2024-10,6
C02686,2024-03,2025-02,10
C02686,2024-03,2025-10,18
C02688,2024-10,2024-10,0
C02689,2025-04,2025-04,0
C02690,2024-04,2024-04,0
C02691,2025-08,2025-08,0
C02693,2025-02,2025-02,0
C02693,2025-02,2025-09,6
C02694,2024-11,2024-11,0
C02695,2024-03,2024-03,0
C02695,2024-03,2024-05,1
C02695,2024-03,2024-10,6
C02695,2024-03,2025-01,9
C02695,2024-03,2025-05,13
C02695,2024-03,2025-11,19
C02697,2024-11,2024-11,0
C02698,2024-02,2024-02,0
C02699,2024-05,2024-05,0
C02699,2024-05,2024-07,1
C02700,2024-02,2024-02,0
C02700,2024-02,2024-12,9
C02700,2024-02,2025-01,10
C02700,2024-02,2025-08,17
C02700,2024-02,2025-11,20
C02701,2024-02,2024-02,0
C02701,2024-02,2024-03,0
C02701,2024-02,2025-06,15
C02701,2024-02,2025-07,16
C02701,2024-02,2025-08,17
C02701,2024-02,2025-12,21
C02702,2024-09,2024-09,0
C02703,2024-11,2024-11,0
C02703,2024-11,2024-12,0
C02703,2024-11,2025-10,10
C02703,2024-11,2025-12,12
C02705,2025-07,2025-07,0
C02706,2024-11,2024-11,0
C02706,2024-11,2025-06,6
C02708,2024-05,2024-05,0
C02710,2025-05,2025-05,0
C02710,2025-05,2025-07,1
C02711,2024-12,2024-12,0
C02711,2024-12,2025-06,5
C02712,2024-04,2024-04,0
C02712,2024-04,2024-11,6
C02712,2024-04,2025-09,16
C02714,2024-03,2024-03,0
C02715,2025-07,2025-07,0
C02716,2025-11,2025-11,0
C02717,2024-04,2024-04,0
C02717,2024-04,2024-08,3
C02718,2024-02,2024-02,0
C02718,2024-02,2024-10,7
C02718,2024-02,2025-02,11
C02718,2024-02,2025-07,16
C02718,2024-02,2025-11,20
C02718,2024-02,2025-12,21
C02720,2024-06,2024-06,0
C02720,2024-06,2025-09,14
C02720,2024-06,2025-10,15
C02721,2024-06,2024-06,0
C02721,2024-06,2024-07,0
C02721,2024-06,2024-08,1
C02722,2024-07,2024-07,0
C02722,2024-07,2025-02,6
C02722,2024-07,2025-12,16
C02723,2024-04,2024-04,0
C02726,2024-01,2024-01,0
C02726,2024-01,2025-01,11
C02726,2024-01,2025-06,16
C02727,2024-06,2024-06,0
C02727,2024-06,2025-06,12
C02728,2024-02,2024-02,0
C02728,2024-02,2025-07,16
C02728,2024-02,2025-08,17
C02730,2024-08,2024-08,0
C02732,2024-02,2024-02,0
C02732,2024-02,2024-08,5
C02732,2024-02,2024-09,6
C02732,2024-02,2025-05,14
C02732,2024-02,2025-06,15
C02733,2024-02,2024-02,0
C02733,2024-02,2024-05,2
C02733,2024-02,2025-03,12
C02733,2024-02,2025-04,13
C02734,2024-08,2024-08,0
C02735,2024-01,2024-01,0
C02735,2024-01,2025-02,12
C02735,2024-01,2025-03,13
C02736,2024-06,2024-06,0
C02736,2024-06,2025-06,11
C02736,2024-06,2025-09,14
C02737,2024-08,2024-08,0
C02740,2025-12,2025-12,0
C02741,2024-10,2024-10,0
C02742,2025-04,2025-04,0
C02742,2025-04,2025-12,7
C02743,2024-08,2024-08,0
C02743,2024-08,2025-08,11
C02744,2025-12,2025-12,0
C02745,2025-05,2025-05,0
C02745,2025-05,2025-06,0
C02745,2025-05,2025-08,2
C02747,2024-07,2024-07,0
C02748,2024-04,2024-04,0
C02748,2024-04,2024-08,3
C02750,2024-06,2024-06,0
C02751,2024-05,2024-05,0
C02751,2024-05,2024-11,5
C02752,2024-11,2024-11,0
C02752,2024-11,2025-02,2
C02754,2025-11,2025-11,0
C02754,2025-11,2025-12,0
C02757,2024-05,2024-05,0
C02757,2024-05,2025-09,15
C02758,2024-03,2024-03,0
C02759,2024-02,2024-02,0
C02759,2024-02,2025-04,13
C02760,2024-01,2024-01,0
C02760,2024-01,2024-03,1
C02760,2024-01,2024-07,5
C02761,2024-01,2024-01,0
C02761,2024-01,2024-04,2
C02762,2024-07,2024-07,0
C02762,2024-07,2025-05,9
C02762,2024-07,2025-12,16
C02763,2024-09,2024-09,0
C02763,2024-09,2025-04,6
C02763,2024-09,2025-06,8
C02765,2024-07,2024-07,0
C02765,2024-07,2024-08,0
C02765,2024-07,2024-10,2
C02766,2024-04,2024-04,0
C02766,2024-04,2024-06,1
C02766,2024-04,2024-07,2
C02766,2024-04,2024-08,3
C02767,2024-10,2024-10,0
C02769,2024-09,2024-09,0
C02770,2024-04,2024-04,0
C02770,2024-04,2025-02,9
C02771,2025-06,2025-06,0
C02771,2025-06,2025-08,1
C02772,2024-02,2024-02,0
C02772,2024-02,2024-06,3
C02773,2025-11,2025-11,0
C02774,2024-04,2024-04,0
C02774,2024-04,2024-09,4
C02774,2024-04,2024-10,5
C02774,2024-04,2025-04,11
C02775,2024-01,2024-01,0
C02775,2024-01,2024-04,2
C02775,2024-01,2024-05,3
C02775,2024-01,2025-04,14
C02776,2024-12,2024-12,0
C02777,2024-03,2024-03,0
C02777,2024-03,2024-09,5
C02778,2024-05,2024-05,0
C02780,2024-12,2024-12,0
C02780,2024-12,2025-11,10
C02781,2024-10,2024-10,0
C02782,2024-01,2024-01,0
C02782,2024-01,2024-04,2
C02782,2024-01,2024-12,10
C02782,2024-01,2025-09,19
C02784,2024-05,2024-05,0
C02784,2024-05,2025-06,12
C02784,2024-05,2025-12,18
C02785,2025-03,2025-03,0
C02786,2025-09,2025-09,0
C02787,2024-08,2024-08,0
C02788,2024-02,2024-02,0
C02788,2024-02,2025-12,21
C02791,2024-03,2024-03,0
C02791,2024-03,2024-04,0
C02791,2024-03,2024-10,6
C02791,2024-03,2024-11,7
C02791,2024-03,2024-12,8
C02792,2024-10,2024-10,0
C02792,2024-10,2024-12,1
C02793,2024-03,2024-03,0
C02793,2024-03,2024-05,1
C02793,2024-03,2024-06,2
C02793,2024-03,2024-12,8
C02793,2024-03,2025-06,14
C02794,2024-03,2024-03,0
C02794,2024-03,2025-05,13
C02794,2024-03,2025-07,15
C02794,2024-03,2025-12,20
C02795,2025-08,2025-08,0
C02796,2024-02,2024-02,0
C02796,2024-02,2024-04,1
C02796,2024-02,2024-06,3
C02796,2024-02,2025-03,12
C02796,2024-02,2025-07,16
C02797,2025-02,2025-02,0
C02797,2025-02,2025-03,0
C02798,2024-04,2024-04,0
C02798,2024-04,2025-12,19
C02799,2025-08,2025-08,0
C02801,2024-03,2024-03,0
C02801,2024-03,2025-03,11
C02801,2024-03,2025-10,18
C02802,2024-11,2024-11,0
C02802,2024-11,2025-04,4
C02803,2024-02,2024-02,0
C02803,2024-02,2025-04,13
C02804,2024-05,2024-05,0
C02804,2024-05,2024-06,0
C02804,2024-05,2025-05,11
C02805,2024-05,2024-05,0
C02807,2024-11,2024-11,0
C02809,2025-06,2025-06,0
C02811,2024-03,2024-03,0
C02811,2024-03,2024-08,4
C02811,2024-03,2024-09,5
C02811,2024-03,2025-02,10
C02811,2024-03,2025-04,12
C02812,2025-07,2025-07,0
C02812,2025-07,2025-08,0
C02813,2025-09,2025-09,0
C02814,2024-10,2024-10,0
C02814,2024-10,2025-12,13
C02815,2024-03,2024-03,0
C02815,2024-03,2024-09,5
C02815,2024-03,2025-03,11
C02816,2024-06,2024-06,0
C02816,2024-06,2024-08,1
C02816,2024-06,2024-11,4
C02816,2024-06,2025-04,9
C02816,2024-06,2025-08,13
C02816,2024-06,2025-09,14
C02818,2024-06,2024-06,0
C02819,2025-04,2025-04,0
C02819,2025-04,2025-05,0
C02819,2025-04,2025-10,5
C02820,2024-12,2024-12,0
C02820,2024-12,2025-06,5
C02820,2024-12,2025-08,7
C02820,2024-12,2025-12,11
C02821,2024-11,2024-11,0
C02821,2024-11,2025-02,2
C02821,2024-11,2025-07,7
C02822,2025-10,2025-10,0
C02823,2024-12,2024-12,0
C02824,2024-11,2024-11,0
C02824,2024-11,2025-05,5
C02824,2024-11,2025-09,9
C02824,2024-11,2025-12,12
C02828,2024-09,2024-09,0
C02828,2024-09,2024-10,0
C02828,2024-09,2024-11,1
C02828,2024-09,2024-12,2
C02829,2025-11,2025-11,0
C02830,2024-06,2024-06,0
C02831,2024-06,2024-06,0
C02831,2024-06,2024-07,0
C02831,2024-06,2025-02,7
C02831,2024-06,2025-05,10
C02831,2024-06,2025-08,13
C02834,2024-07,2024-07,0
C02834,2024-07,2025-01,5
C02834,2024-07,2025-02,6
C02834,2024-07,2025-08,12
C02835,2024-03,2024-03,0
C02835,2024-03,2024-09,5
C02835,2024-03,2024-10,6
C02835,2024-03,2025-08,16
C02835,2024-03,2025-11,19
C02837,2025-04,2025-04,0
C02838,2024-10,2024-10,0
C02838,2024-10,2025-03,4
C02840,2024-01,2024-01,0
C02841,2025-01,2025-01,0
C02842,2024-05,2024-05,0
C02843,2024-01,2024-01,0
C02843,2024-01,2024-08,6
C02844,2024-02,2024-02,0
C02844,2024-02,2024-03,0
C02844,2024-02,2025-10,19
C02845,2025-08,2025-08,0
C02846,2025-05,2025-05,0
C02848,2024-03,2024-03,0
C02848,2024-03,2024-07,3
C02849,2024-10,2024-10,0
C02849,2024-10,2025-03,4
C02849,2024-10,2025-06,7
C02850,2025-06,2025-06,0
C02850,2025-06,2025-09,2
C02850,2025-06,2025-10,3
C02852,2024-05,2024-05,0
C02852,2024-05,2024-10,5
C02852,2024-05,2025-01,8
C02852,2024-05,2025-11,18
C02856,2024-01,2024-01,0
C02856,2024-01,2024-06,4
C02856,2024-01,2024-07,5
C02857,2025-10,2025-10,0
C02858,2024-01,2024-01,0
C02859,2024-03,2024-03,0
C02859,2024-03,2025-12,21
C02860,2024-02,2024-02,0
C02860,2024-02,2025-07,16
C02860,2024-02,2025-08,17
C02861,2024-06,2024-06,0
C02862,2025-09,2025-09,0
C02862,2025-09,2025-12,2
C02863,2025-08,2025-08,0
C02865,2024-05,2024-05,0
C02865,2024-05,2024-07,1
C02865,2024-05,2024-12,6
C02865,2024-05,2025-05,11
C02865,2024-05,2025-06,12
C02865,2024-05,2025-10,16
C02866,2024-02,2024-02,0
C02866,2024-02,2025-05,14
C02866,2024-02,2025-12,21
C02868,2024-08,2024-08,0
C02868,2024-08,2025-11,14
C02868,2024-08,2025-12,15
C02869,2024-04,2024-04,0
C02869,2024-04,2024-06,1
C02869,2024-04,2024-09,4
C02869,2024-04,2025-03,10
C02869,2024-04,2025-11,18
C02872,2024-02,2024-02,0
C02872,2024-02,2025-01,10
C02872,2024-02,2025-03,12
C02874,2024-12,2024-12,0
C02874,2024-12,2025-03,2
C02874,2024-12,2025-08,7
C02875,2025-12,2025-12,0
C02876,2024-10,2024-10,0
C02876,2024-10,2025-02,3
C02876,2024-10,2025-08,9
C02877,2024-04,2024-04,0
C02877,2024-04,2025-05,12
C02879,2024-03,2024-03,0
C02879,2024-03,2024-08,4
C02879,2024-03,2024-10,6
C02880,2025-12,2025-12,0
C02881,2024-01,2024-01,0
C02881,2024-01,2024-10,8
C02881,2024-01,2025-01,11
C02881,2024-01,2025-03,13
C02881,2024-01,2025-05,15
C02882,2024-02,2024-02,0
C02882,2024-02,2024-04,1
C02882,2024-02,2025-10,19
C02883,2024-03,2024-03,0
C02883,2024-03,2024-06,3
C02883,2024-03,2024-07,4
C02883,2024-03,2024-08,5
C02883,2024-03,2024-10,7
C02883,2024-03,2024-11,8
C02884,2024-03,2024-03,0
C02886,2024-08,2024-08,0
C02889,2024-01,2024-01,0
C02889,2024-01,2024-05,3
C02889,2024-01,2024-10,8
C02889,2024-01,2025-01,11
C02889,2024-01,2025-08,18
C02889,2024-01,2025-09,19
C02889,2024-01,2025-12,22
C02890,2024-02,2024-02,0
C02890,2024-02,2024-03,0
C02893,2024-01,2024-01,0
C02893,2024-01,2025-01,11
C02894,2024-08,2024-08,0
C02894,2024-08,2025-11,14
C02895,2024-10,2024-10,0
C02897,2025-07,2025-07,0
C02897,2025-07,2025-08,0
C02897,2025-07,2025-10,2
C02898,2024-11,2024-11,0
C02898,2024-11,2025-01,1
C02898,2024-11,2025-08,8
C02899,2024-04,2024-04,0
C02900,2025-09,2025-09,0
C02901,2024-05,2024-05,0
C02901,2024-05,2025-07,13
C02901,2024-05,2025-11,17
C02902,2024-05,2024-05,0
C02902,2024-05,2024-07,1
C02902,2024-05,2025-07,13
C02902,2024-05,2025-10,16
C02903,2024-01,2024-01,0
C02903,2024-01,2024-08,6
C02903,2024-01,2024-09,7
C02903,2024-01,2025-03,13
C02903,2024-01,2025-12,22
C02904,2024-07,2024-07,0
C02904,2024-07,2025-09,13
C02904,2024-07,2025-11,15
C02905,2025-02,2025-02,0
C02905,2025-02,2025-09,6
C02906,2024-05,2024-05,0
C02907,2024-11,2024-11,0
C02908,2024-05,2024-05,0
C02908,2024-05,2025-07,13
C02908,2024-05,2025-12,18
C02909,2024-07,2024-07,0
C02909,2024-07,2025-01,5
C02909,2024-07,2025-07,11
C02909,2024-07,2025-08,12
C02911,2024-05,2024-05,0
C02911,2024-05,2024-08,2
C02911,2024-05,2025-01,7
C02911,2024-05,2025-07,13
C02911,2024-05,2025-10,16
C02911,2024-05,2025-11,17
C02913,2024-01,2024-01,0
C02913,2024-01,2024-05,3
C02913,2024-01,2025-06,16
C02913,2024-01,2025-08,18
C02914,2024-05,2024-05,0
C02914,2024-05,2025-05,11
C02915,2025-02,2025-02,0
C02916,2024-01,2024-01,0
C02916,2024-01,2024-02,0
C02916,2024-01,2024-12,10
C02916,2024-01,2025-03,13
C02916,2024-01,2025-06,16
C02916,2024-01,2025-12,22
C02917,2024-05,2024-05,0
C02917,2024-05,2024-07,1
C02917,2024-05,2024-08,2
C02917,2024-05,2024-09,3
C02917,2024-05,2025-08,14
C02917,2024-05,2025-10,16
C02918,2024-07,2024-07,0
C02918,2024-07,2025-10,14
C02919,2025-04,2025-04,0
C02919,2025-04,2025-08,3
C02921,2025-08,2025-08,0
C02921,2025-08,2025-11,2
C02922,2024-03,2024-03,0
C02922,2024-03,2024-08,4
C02922,2024-03,2024-09,5
C02922,2024-03,2024-12,8
C02922,2024-03,2025-09,17
C02922,2024-03,2025-11,19
C02923,2024-12,2024-12,0
C02923,2024-12,2025-12,11
C02924,2024-07,2024-07,0
C02924,2024-07,2025-11,15
C02925,2025-06,2025-06,0
C02926,2024-09,2024-09,0
C02926,2024-09,2025-01,3
C02927,2024-02,2024-02,0
C02927,2024-02,2025-10,19
C02928,2024-11,2024-11,0
C02929,2024-08,2024-08,0
C02929,2024-08,2025-10,13
C02930,2024-01,2024-01,0
C02930,2024-01,2024-11,9
C02930,2024-01,2025-05,15
C02930,2024-01,2025-10,20
C02930,2024-01,2025-12,22
C02931,2024-04,2024-04,0
C02931,2024-04,2025-01,8
C02931,2024-04,2025-07,14
C02931,2024-04,2025-09,16
C02932,2024-05,2024-05,0
C02932,2024-05,2024-12,6
C02932,2024-05,2025-01,7
C02932,2024-05,2025-08,14
C02932,2024-05,2025-10,16
C02935,2025-11,2025-11,0
C02938,2024-05,2024-05,0
C02938,2024-05,2024-10,4
C02939,2024-01,2024-01,0
C02940,2025-04,2025-04,0
C02940,2025-04,2025-06,1
C02941,2025-09,2025-09,0
C02942,2024-01,2024-01,0
C02943,2024-03,2024-03,0
C02943,2024-03,2024-09,5
C02943,2024-03,2025-04,12
C02944,2024-05,2024-05,0
C02944,2024-05,2025-06,12
C02944,2024-05,2025-12,18
C02945,2024-05,2024-05,0
C02945,2024-05,2024-11,5
C02945,2024-05,2025-06,12
C02946,2025-01,2025-01,0
C02946,2025-01,2025-05,3
C02946,2025-01,2025-06,4
C02946,2025-01,2025-09,7
C02946,2025-01,2025-11,9
C02946,2025-01,2025-12,10
C02947,2024-12,2024-12,0
C02947,2024-12,2025-07,6
C02948,2024-11,2024-11,0
C02949,2024-03,2024-03,0
C02949,2024-03,2024-05,1
C02949,2024-03,2025-04,12
C02949,2024-03,2025-07,15
C02949,2024-03,2025-10,18
C02949,2024-03,2025-12,20
C02951,2024-08,2024-08,0
C02951,2024-08,2025-07,10
C02951,2024-08,2025-11,14
C02952,2024-07,2024-07,0
C02952,2024-07,2024-09,1
C02952,2024-07,2025-04,8
C02952,2024-07,2025-05,9
C02952,2024-07,2025-11,15
C02953,2024-04,2024-04,0
C02953,2024-04,2024-06,1
C02954,2024-10,2024-10,0
C02954,2024-10,2025-07,8
C02955,2024-05,2024-05,0
C02957,2025-05,2025-05,0
C02958,2025-04,2025-04,0
C02959,2024-09,2024-09,0
C02960,2024-02,2024-02,0
C02960,2024-02,2024-07,4
C02960,2024-02,2025-03,12
C02960,2024-02,2025-05,14
C02960,2024-02,2025-09,18
C02961,2024-01,2024-01,0
C02961,2024-01,2024-08,6
C02961,2024-01,2025-07,17
C02962,2025-07,2025-07,0
C02963,2024-01,2024-01,0
C02964,2024-07,2024-07,0
C02964,2024-07,2024-11,4
C02964,2024-07,2025-02,7
C02966,2024-06,2024-06,0
C02966,2024-06,2025-02,8
C02966,2024-06,2025-04,10
C02967,2024-02,2024-02,0
C02967,2024-02,2024-07,4
C02967,2024-02,2025-03,12
C02967,2024-02,2025-04,13
C02967,2024-02,2025-05,14
C02967,2024-02,2025-06,15
C02967,2024-02,2025-08,17
C02967,2024-02,2025-11,20
C02968,2024-09,2024-09,0
C02969,2024-07,2024-07,0
C02969,2024-07,2024-10,2
C02970,2024-04,2024-04,0
C02970,2024-04,2025-11,18
C02972,2024-01,2024-01,0
C02972,2024-01,2024-12,10
C02972,2024-01,2025-02,12
C02973,2024-07,2024-07,0
C02973,2024-07,2024-09,1
C02973,2024-07,2024-10,2
C02973,2024-07,2025-03,7
C02974,2025-05,2025-05,0
C02975,2024-08,2024-08,0
C02977,2024-09,2024-09,0
C02977,2024-09,2025-03,5
C02977,2024-09,2025-09,11
C02978,2024-06,2024-06,0
C02979,2024-04,2024-04,0
C02979,2024-04,2025-02,9
C02982,2025-04,2025-04,0
C02982,2025-04,2025-11,6
C02983,2024-10,2024-10,0
C02984,2024-05,2024-05,0
C02984,2024-05,2024-07,1
C02984,2024-05,2024-10,4
C02984,2024-05,2024-12,6
C02984,2024-05,2025-07,13
C02985,2024-07,2024-07,0
C02987,2025-08,2025-08,0
C02989,2024-07,2024-07,0
C02989,2024-07,2024-09,1
C02989,2024-07,2025-12,16
C02990,2024-04,2024-04,0
C02990,2024-04,2025-11,18
C02991,2025-04,2025-04,0
C02991,2025-04,2025-12,7
C02993,2024-02,2024-02,0
C02993,2024-02,2024-04,1
C02993,2024-02,2024-07,4
C02993,2024-02,2025-05,14
C02994,2025-04,2025-04,0
C02994,2025-04,2025-07,2
C02994,2025-04,2025-10,5
C02995,2024-04,2024-04,0
C02995,2024-04,2024-09,4
C02995,2024-04,2024-10,5
C02995,2024-04,2024-12,7
C02995,2024-04,2025-04,11
C02995,2024-04,2025-12,19
C02996,2024-08,2024-08,0
C02996,2024-08,2024-11,2
C02996,2024-08,2025-05,8
C02996,2024-08,2025-09,12
C02997,2025-05,2025-05,0
C02998,2025-12,2025-12,0
C03000,2025-10,2025-10,0
C03001,2024-01,2024-01,0
C03001,2024-01,2024-04,2
C03001,2024-01,2025-04,14
C03001,2024-01,2025-10,20
C03001,2024-01,2025-11,21
C03001,2024-01,2025-12,22
C03002,2025-12,2025-12,0
C03004,2025-04,2025-04,0
C03004,2025-04,2025-12,7
C03005,2024-02,2024-02,0
C03006,2024-01,2024-01,0
C03006,2024-01,2024-12,10
C03008,2024-12,2024-12,0
C03008,2024-12,2025-11,10
C03009,2025-12,2025-12,0
C03010,2024-07,2024-07,0
C03012,2024-02,2024-02,0
C03012,2024-02,2025-08,17
C03013,2024-01,2024-01,0
C03013,2024-01,2025-02,12
C03013,2024-01,2025-03,13
C03013,2024-01,2025-11,21
C03014,2024-02,2024-02,0
C03014,2024-02,2024-05,2
C03014,2024-02,2025-08,17
C03018,2024-01,2024-01,0
C03018,2024-01,2025-09,19
C03018,2024-01,2025-11,21
C03019,2024-03,2024-03,0
C03019,2024-03,2025-01,9
C03019,2024-03,2025-06,14
C03021,2025-07,2025-07,0
C03022,2025-02,2025-02,0
C03022,2025-02,2025-12,9
C03023,2024-06,2024-06,0
C03023,2024-06,2025-03,8
C03024,2024-11,2024-11,0
C03025,2024-05,2024-05,0
C03026,2025-06,2025-06,0
C03026,2025-06,2025-12,5
C03028,2024-12,2024-12,0
C03029,2025-04,2025-04,0
C03029,2025-04,2025-09,4
C03030,2024-02,2024-02,0
C03030,2024-02,2024-06,3
C03030,2024-02,2025-06,15
C03031,2025-06,2025-06,0
C03031,2025-06,2025-08,1
C03032,2024-07,2024-07,0
C03032,2024-07,2024-08,0
C03033,2024-12,2024-12,0
C03033,2024-12,2025-09,8
C03034,2025-09,2025-09,0
C03035,2025-03,2025-03,0
C03035,2025-03,2025-05,1
C03035,2025-03,2025-06,2
C03037,2024-09,2024-09,0
C03037,2024-09,2024-10,0
C03037,2024-09,2024-11,1
C03037,2024-09,2025-08,10
C03039,2025-02,2025-02,0
C03040,2024-06,2024-06,0
C03041,2024-02,2024-02,0
C03041,2024-02,2024-07,4
C03041,2024-02,2025-05,14
C03042,2025-07,2025-07,0
C03042,2025-07,2025-10,2
C03043,2024-08,2024-08,0
C03043,2024-08,2024-10,1
C03044,2024-05,2024-05,0
C03045,2025-03,2025-03,0
C03045,2025-03,2025-08,4
C03045,2025-03,2025-10,6
C03045,2025-03,2025-12,8
C03047,2025-06,2025-06,0
C03048,2024-08,2024-08,0
C03048,2024-08,2025-06,9
C03048,2024-08,2025-08,11
C03049,2024-02,2024-02,0
C03049,2024-02,2025-04,13
C03049,2024-02,2025-08,17
C03049,2024-02,2025-12,21
C03050,2024-01,2024-01,0
C03050,2024-01,2025-07,17
C03051,2024-06,2024-06,0
C03052,2024-06,2024-06,0
C03052,2024-06,2025-12,17
C03053,2024-05,2024-05,0
C03053,2024-05,2025-09,15
C03054,2024-03,2024-03,0
C03054,2024-03,2024-12,9
C03054,2024-03,2025-01,10
C03054,2024-03,2025-06,15
C03057,2025-09,2025-09,0
C03058,2024-02,2024-02,0
C03060,2024-02,2024-02,0
C03060,2024-02,2024-12,9
C03062,2024-03,2024-03,0
C03062,2024-03,2025-03,11
C03062,2024-03,2025-06,14
C03063,2024-06,2024-06,0
C03063,2024-06,2024-08,1
C03064,2024-02,2024-02,0
C03067,2025-07,2025-07,0
C03068,2024-05,2024-05,0
C03068,2024-05,2024-07,1
C03068,2024-05,2025-10,16
C03068,2024-05,2025-12,18
C03069,2024-08,2024-08,0
C03069,2024-08,2025-12,15
C03070,2025-01,2025-01,0
C03070,2025-01,2025-02,0
C03070,2025-01,2025-05,3
C03071,2025-02,2025-02,0
C03072,2024-05,2024-05,0
C03072,2024-05,2024-08,2
C03072,2024-05,2025-01,7
C03072,2024-05,2025-09,15
C03073,2024-11,2024-11,0
C03074,2025-05,2025-05,0
C03075,2024-05,2024-05,0
C03075,2024-05,2024-12,6
C03075,2024-05,2025-09,15
C03076,2024-04,2024-04,0
C03076,2024-04,2025-03,10
C03076,2024-04,2025-10,17
C03078,2025-02,2025-02,0
C03079,2024-05,2024-05,0
C03080,2025-01,2025-01,0
C03080,2025-01,2025-04,2
C03081,2025-04,2025-04,0
C03082,2025-05,2025-05,0
C03083,2024-03,2024-03,0
C03083,2024-03,2024-07,3
C03086,2024-01,2024-01,0
C03086,2024-01,2024-07,5
C03086,2024-01,2025-03,13
C03087,2025-01,2025-01,0
C03088,2024-07,2024-07,0
C03088,2024-07,2024-10,2
C03089,2024-05,2024-05,0
C03090,2024-06,2024-06,0
C03091,2024-09,2024-09,0
C03091,2024-09,2024-11,1
C03091,2024-09,2025-04,6
C03094,2025-03,2025-03,0
C03094,2025-03,2025-11,8
C03095,2024-10,2024-10,0
C03095,2024-10,2025-08,9
C03096,2024-04,2024-04,0
C03096,2024-04,2025-02,9
C03096,2024-04,2025-03,10
C03097,2024-04,2024-04,0
C03099,2024-09,2024-09,0
C03099,2024-09,2025-02,4
C03100,2024-02,2024-02,0
C03100,2024-02,2024-07,4
C03100,2024-02,2024-09,6
C03100,2024-02,2025-10,19
C03101,2025-03,2025-03,0
C03102,2024-07,2024-07,0
C03105,2024-03,2024-03,0
C03105,2024-03,2024-12,9
C03105,2024-03,2025-10,19
C03106,2024-07,2024-07,0
C03106,2024-07,2025-04,8
C03108,2025-02,2025-02,0
C03109,2024-06,2024-06,0
C03110,2024-11,2024-11,0
C03111,2024-04,2024-04,0
C03111,2024-04,2024-07,2
C03111,2024-04,2024-09,4
C03111,2024-04,2024-12,7
C03111,2024-04,2025-03,10
C03112,2024-08,2024-08,0
C03112,2024-08,2024-11,2
C03112,2024-08,2025-11,14
C03114,2024-01,2024-01,0
C03114,2024-01,2025-05,15
C03114,2024-01,2025-06,16
C03114,2024-01,2025-10,20
C03115,2024-08,2024-08,0
C03115,2024-08,2025-07,10
C03117,2024-01,2024-01,0
C03117,2024-01,2024-12,10
C03117,2024-01,2025-02,12
C03119,2025-08,2025-08,0
C03119,2025-08,2025-10,1
C03119,2025-08,2025-11,2
C03120,2025-04,2025-04,0
C03121,2024-12,2024-12,0
C03123,2025-05,2025-05,0
C03124,2024-03,2024-03,0
C03124,2024-03,2024-04,0
C03124,2024-03,2025-03,11
C03127,2025-06,2025-06,0
C03128,2024-08,2024-08,0
C03128,2024-08,2024-10,1
C03128,2024-08,2025-09,12
C03129,2024-12,2024-12,0
C03129,2024-12,2025-03,2
C03130,2025-01,2025-01,0
C03130,2025-01,2025-06,4
C03131,2024-08,2024-08,0
C03132,2024-01,2024-01,0
C03132,2024-01,2025-12,22
