Customer_ID,first_order_date,cohort_month
C02816,2024-06-10,2024-06
C01246,2024-06-10,2024-06
C02365,2024-06-10,2024-06
C00080,2024-06-10,2024-06
C03737,2024-06-10,2024-06
C04069,2024-06-11,2024-06
C00056,2024-06-11,2024-06
C02447,2024-06-11,2024-06
C03109,2024-06-11,2024-06
C01750,2024-06-11,2024-06
C03871,2024-06-11,2024-06
C01123,2024-06-11,2024-06
C04447,2024-06-11,2024-06
C01004,2024-06-11,2024-06
C01287,2024-06-11,2024-06
C02451,2024-06-11,2024-06
C01011,2024-06-12,2024-06
C03974,2024-06-12,2024-06
C00293,2024-06-12,2024-06
C04772,2024-06-13,2024-06
C03218,2024-06-13,2024-06
C04691,2024-06-13,2024-06
C00647,2024-06-13,2024-06
C02159,2024-06-13,2024-06
C04218,2024-06-13,2024-06
C02552,2024-06-13,2024-06
C04688,2024-06-13,2024-06
C01544,2024-06-14,2024-06
C01221,2024-06-14,2024-06
C02459,2024-06-14,2024-06
C02007,2024-06-14,2024-06
C03408,2024-06-14,2024-06
C00970,2024-06-14,2024-06
C02313,2024-06-14,2024-06
C01227,2024-06-14,2024-06
C02080,2024-06-14,2024-06
C00429,2024-06-14,2024-06
C00452,2024-06-15,2024-06
C02214,2024-06-15,2024-06
C04531,2024-06-15,2024-06
C04061,2024-06-15,2024-06
C03872,2024-06-15,2024-06
C03718,2024-06-15,2024-06
C00960,2024-06-15,2024-06
C00012,2024-06-15,2024-06
C03241,2024-06-15,2024-06
C04666,2024-06-16,2024-06
C00249,2024-06-16,2024-06
C04468,2024-06-16,2024-06
C03876,2024-06-16,2024-06
C03052,2024-06-16,2024-06
C03741,2024-06-16,2024-06
C03757,2024-06-17,2024-06
C04051,2024-06-17,2024-06
C04346,2024-06-17,2024-06
C00496,2024-06-17,2024-06
C03933,2024-06-17,2024-06
C02861,2024-06-17,2024-06
C04639,2024-06-17,2024-06
C00565,2024-06-17,2024-06
C01756,2024-06-17,2024-06
C02099,2024-06-17,2024-06
C01502,2024-06-18,2024-06
C04996,2024-06-18,2024-06
C00917,2024-06-18,2024-06
C04760,2024-06-18,2024-06
C01897,2024-06-18,2024-06
C02655,2024-06-18,2024-06
C03040,2024-06-18,2024-06
C02659,2024-06-19,2024-06
C00476,2024-06-19,2024-06
C01176,2024-06-19,2024-06
C00288,2024-06-19,2024-06
C03606,2024-06-19,2024-06
C00313,2024-06-19,2024-06
C01772,2024-06-19,2024-06
C04326,2024-06-19,2024-06
C01801,2024-06-19,2024-06
C03154,2024-06-19,2024-06
C01165,2024-06-19,2024-06
C00391,2024-06-19,2024-06
C04237,2024-06-20,2024-06
C03838,2024-06-20,2024-06
C00919,2024-06-20,2024-06
C03750,2024-06-20,2024-06
C02369,2024-06-20,2024-06
C00901,2024-06-20,2024-06
C01945,2024-06-21,2024-06
C04160,2024-06-21,2024-06
C04382,2024-06-21,2024-06
C04847,2024-06-21,2024-06
C00811,2024-06-21,2024-06
C01102,2024-06-21,2024-06
C03051,2024-06-21,2024-06
C03457,2024-06-22,2024-06
C00589,2024-06-22,2024-06
C01793,2024-06-22,2024-06
C01655,2024-06-22,2024-06
C00665,2024-06-22,2024-06
C04086,2024-06-22,2024-06
C04643,2024-06-22,2024-06
C02750,2024-06-22,2024-06
C04755,2024-06-23,2024-06
C02251,2024-06-23,2024-06
C03545,2024-06-23,2024-06
C00996,2024-06-23,2024-06
C04167,2024-06-23,2024-06
C04082,2024-06-23,2024-06
C02601,2024-06-23,2024-06
C02177,2024-06-23,2024-06
C02831,2024-06-24,2024-06
C02528,2024-06-24,2024-06
C01099,2024-06-24,2024-06
C02284,2024-06-24,2024-06
C00051,2024-06-24,2024-06
C04983,2024-06-24,2024-06
C02978,2024-06-24,2024-06
C02171,2024-06-24,2024-06
C02221,2024-06-25,2024-06
C01697,2024-06-25,2024-06
C01225,2024-06-25,2024-06
C01374,2024-06-25,2024-06
C04034,2024-06-25,2024-06
C04263,2024-06-25,2024-06
C02000,2024-06-25,2024-06
C02395,2024-06-26,2024-06
C01262,2024-06-26,2024-06
C01364,2024-06-26,2024-06
C02830,2024-06-26,2024-06
C04822,2024-06-26,2024-06
C03063,2024-06-26,2024-06
C04855,2024-06-26,2024-06
C03986,2024-06-27,2024-06
C00605,2024-06-27,2024-06
C00004,2024-06-27,2024-06
C01789,2024-06-27,2024-06
C01865,2024-06-27,2024-06
C00117,2024-06-28,2024-06
C01916,2024-06-28,2024-06
C02574,2024-06-28,2024-06
C04951,2024-06-28,2024-06
C04341,2024-06-28,2024-06
C00446,2024-06-28,2024-06
C04932,2024-06-29,2024-06
C04314,2024-06-29,2024-06
C00691,2024-06-29,2024-06
C03295,2024-06-29,2024-06
C00651,2024-06-29,2024-06
C00772,2024-06-29,2024-06
C03772,2024-06-30,2024-06
C04820,2024-06-30,2024-06
C00982,2024-06-30,2024-06
C02640,2024-06-30,2024-06
C01419,2024-06-30,2024-06
C03478,2024-06-30,2024-06
C00186,2024-06-30,2024-06
C02964,2024-07-01,2024-07
C03957,2024-07-01,2024-07
C04261,2024-07-01,2024-07
C04122,2024-07-01,2024-07
C02154,2024-07-01,2024-07
C00237,2024-07-01,2024-07
C02747,2024-07-01,2024-07
C03102,2024-07-01,2024-07
C03547,2024-07-02,2024-07
C04172,2024-07-02,2024-07
C03010,2024-07-02,2024-07
C04536,2024-07-02,2024-07
C03745,2024-07-02,2024-07
C01505,2024-07-02,2024-07
C01991,2024-07-02,2024-07
C04668,2024-07-03,2024-07
C01014,2024-07-03,2024-07
C02639,2024-07-03,2024-07
C00179,2024-07-03,2024-07
C03223,2024-07-03,2024-07
C04841,2024-07-03,2024-07
C02620,2024-07-03,2024-07
C00733,2024-07-04,2024-07
C00036,2024-07-04,2024-07
C01034,2024-07-04,2024-07
C02952,2024-07-04,2024-07
C02985,2024-07-04,2024-07
C00087,2024-07-04,2024-07
C01983,2024-07-04,2024-07
C03909,2024-07-04,2024-07
C04816,2024-07-04,2024-07
C00964,2024-07-05,2024-07
C01292,2024-07-05,2024-07
C02223,2024-07-05,2024-07
C03231,2024-07-05,2024-07
C03669,2024-07-05,2024-07
C04587,2024-07-06,2024-07
C01928,2024-07-06,2024-07
C04008,2024-07-06,2024-07
C04505,2024-07-06,2024-07
C00150,2024-07-06,2024-07
C03879,2024-07-06,2024-07
C00005,2024-07-06,2024-07
C02762,2024-07-06,2024-07
C00656,2024-07-06,2024-07
C02476,2024-07-06,2024-07
C00357,2024-07-06,2024-07
C04504,2024-07-07,2024-07
C01318,2024-07-07,2024-07
C00453,2024-07-07,2024-07
C02660,2024-07-07,2024-07
C00078,2024-07-07,2024-07
C02973,2024-07-07,2024-07
C03996,2024-07-07,2024-07
C01830,2024-07-07,2024-07
C01509,2024-07-08,2024-07
C03367,2024-07-08,2024-07
C03541,2024-07-08,2024-07
C03343,2024-07-08,2024-07
C01066,2024-07-08,2024-07
C04974,2024-07-08,2024-07
C00767,2024-07-08,2024-07
C03486,2024-07-08,2024-07
C01767,2024-07-08,2024-07
C01635,2024-07-08,2024-07
C01558,2024-07-08,2024-07
C03895,2024-07-08,2024-07
C02765,2024-07-09,2024-07
C03971,2024-07-09,2024-07
C00558,2024-07-09,2024-07
C00194,2024-07-09,2024-07
C01222,2024-07-10,2024-07
C01687,2024-07-10,2024-07
C01245,2024-07-10,2024-07
C01055,2024-07-10,2024-07
C00076,2024-07-10,2024-07
C02548,2024-07-10,2024-07
C00252,2024-07-10,2024-07
C03294,2024-07-10,2024-07
C00311,2024-07-11,2024-07
C00949,2024-07-11,2024-07
C03381,2024-07-11,2024-07
C04768,2024-07-11,2024-07
C00254,2024-07-11,2024-07
C00973,2024-07-11,2024-07
C00525,2024-07-11,2024-07
C04955,2024-07-12,2024-07
C03919,2024-07-12,2024-07
C02191,2024-07-12,2024-07
C00744,2024-07-12,2024-07
C01805,2024-07-12,2024-07
C01338,2024-07-12,2024-07
C04465,2024-07-12,2024-07
C00321,2024-07-12,2024-07
C02666,2024-07-13,2024-07
C00552,2024-07-13,2024-07
C04703,2024-07-13,2024-07
C02188,2024-07-13,2024-07
C02409,2024-07-13,2024-07
C02432,2024-07-14,2024-07
C00578,2024-07-14,2024-07
C03466,2024-07-14,2024-07
C04840,2024-07-14,2024-07
C04395,2024-07-14,2024-07
C03190,2024-07-14,2024-07
C04844,2024-07-14,2024-07
C01548,2024-07-14,2024-07
C00781,2024-07-15,2024-07
C00937,2024-07-15,2024-07
C00275,2024-07-15,2024-07
C04434,2024-07-15,2024-07
C03884,2024-07-15,2024-07
C03106,2024-07-15,2024-07
C02370,2024-07-15,2024-07
C00232,2024-07-15,2024-07
C04119,2024-07-15,2024-07
C00785,2024-07-16,2024-07
C04803,2024-07-16,2024-07
C02403,2024-07-16,2024-07
C03678,2024-07-17,2024-07
C01907,2024-07-17,2024-07
C03277,2024-07-17,2024-07
C03088,2024-07-17,2024-07
C00006,2024-07-18,2024-07
C00044,2024-07-18,2024-07
C04934,2024-07-18,2024-07
C03144,2024-07-18,2024-07
C03577,2024-07-18,2024-07
C04857,2024-07-19,2024-07
C02379,2024-07-19,2024-07
C01219,2024-07-19,2024-07
C02909,2024-07-19,2024-07
C01796,2024-07-19,2024-07
C03225,2024-07-19,2024-07
C02722,2024-07-19,2024-07
C00773,2024-07-19,2024-07
C04079,2024-07-19,2024-07
C03229,2024-07-20,2024-07
C00083,2024-07-20,2024-07
C02165,2024-07-20,2024-07
C01851,2024-07-20,2024-07
C04178,2024-07-21,2024-07
C04283,2024-07-22,2024-07
C02834,2024-07-22,2024-07
C02924,2024-07-22,2024-07
C01957,2024-07-22,2024-07
C01154,2024-07-22,2024-07
C00676,2024-07-22,2024-07
C03319,2024-07-23,2024-07
C02989,2024-07-23,2024-07
C04272,2024-07-23,2024-07
C04001,2024-07-23,2024-07
C03256,2024-07-23,2024-07
C04393,2024-07-24,2024-07
C03779,2024-07-24,2024-07
C04675,2024-07-24,2024-07
C01827,2024-07-24,2024-07
C01965,2024-07-24,2024-07
C00795,2024-07-24,2024-07
C04176,2024-07-24,2024-07
C02673,2024-07-25,2024-07
C02579,2024-07-25,2024-07
C00491,2024-07-25,2024-07
C00940,2024-07-25,2024-07
C00409,2024-07-25,2024-07
C00065,2024-07-25,2024-07
C02557,2024-07-25,2024-07
C04059,2024-07-25,2024-07
C01613,2024-07-25,2024-07
C04987,2024-07-25,2024-07
C03530,2024-07-25,2024-07
C00373,2024-07-26,2024-07
C04697,2024-07-26,2024-07
C02113,2024-07-26,2024-07
C02918,2024-07-26,2024-07
C00214,2024-07-26,2024-07
C03242,2024-07-26,2024-07
C03958,2024-07-27,2024-07
C01533,2024-07-27,2024-07
C02147,2024-07-27,2024-07
C02142,2024-07-27,2024-07
C00529,2024-07-27,2024-07
C04980,2024-07-27,2024-07
C04888,2024-07-27,2024-07
C02272,2024-07-27,2024-07
C01449,2024-07-27,2024-07
C03158,2024-07-27,2024-07
C02577,2024-07-28,2024-07
C00909,2024-07-28,2024-07
C02969,2024-07-28,2024-07
C03615,2024-07-28,2024-07
C03387,2024-07-28,2024-07
C04090,2024-07-28,2024-07
C01466,2024-07-29,2024-07
C00702,2024-07-29,2024-07
C02904,2024-07-29,2024-07
C01545,2024-07-29,2024-07
C00381,2024-07-29,2024-07
C02386,2024-07-29,2024-07
C03357,2024-07-29,2024-07
C04740,2024-07-29,2024-07
C01322,2024-07-29,2024-07
C04457,2024-07-30,2024-07
C02607,2024-07-30,2024-07
C00860,2024-07-30,2024-07
C04238,2024-07-30,2024-07
C01601,2024-07-30,2024-07
C02202,2024-07-30,2024-07
C03032,2024-07-30,2024-07
C03522,2024-07-30,2024-07
C03454,2024-07-31,2024-07
C00074,2024-07-31,2024-07
C00201,2024-07-31,2024-07
C00142,2024-07-31,2024-07
C03793,2024-07-31,2024-07
C04444,2024-07-31,2024-07
C00135,2024-08-01,2024-08
C03668,2024-08-01,2024-08
C04998,2024-08-01,2024-08
C01453,2024-08-01,2024-08
C00456,2024-08-01,2024-08
C03623,2024-08-01,2024-08
C01964,2024-08-02,2024-08
C04834,2024-08-02,2024-08
C01854,2024-08-02,2024-08
C00926,2024-08-02,2024-08
C03115,2024-08-02,2024-08
C00975,2024-08-02,2024-08
C02521,2024-08-02,2024-08
C02265,2024-08-02,2024-08
C03665,2024-08-03,2024-08
C04245,2024-08-03,2024-08
C01499,2024-08-03,2024-08
C03112,2024-08-03,2024-08
C03475,2024-08-03,2024-08
C01719,2024-08-03,2024-08
C03738,2024-08-04,2024-08
C04925,2024-08-04,2024-08
C01106,2024-08-04,2024-08
C04782,2024-08-04,2024-08
C01112,2024-08-04,2024-08
C04426,2024-08-05,2024-08
C02569,2024-08-05,2024-08
C01507,2024-08-05,2024-08
C03405,2024-08-05,2024-08
C04179,2024-08-06,2024-08
C04499,2024-08-06,2024-08
C04349,2024-08-06,2024-08
C01552,2024-08-07,2024-08
C02414,2024-08-07,2024-08
C01093,2024-08-07,2024-08
C00475,2024-08-07,2024-08
C03128,2024-08-07,2024-08
C03916,2024-08-07,2024-08
C03257,2024-08-07,2024-08
C04071,2024-08-07,2024-08
C01667,2024-08-07,2024-08
C00802,2024-08-07,2024-08
C04891,2024-08-07,2024-08
C03500,2024-08-08,2024-08
C03390,2024-08-08,2024-08
C02519,2024-08-09,2024-08
C01445,2024-08-09,2024-08
C00635,2024-08-09,2024-08
C02228,2024-08-09,2024-08
C02437,2024-08-09,2024-08
C00749,2024-08-09,2024-08
C01754,2024-08-10,2024-08
C00985,2024-08-10,2024-08
C04028,2024-08-10,2024-08
C02056,2024-08-10,2024-08
C00034,2024-08-10,2024-08
C02975,2024-08-10,2024-08
C03880,2024-08-10,2024-08
C04611,2024-08-10,2024-08
C04655,2024-08-10,2024-08
C01235,2024-08-11,2024-08
C04202,2024-08-11,2024-08
C04612,2024-08-11,2024-08
C00166,2024-08-11,2024-08
C01877,2024-08-11,2024-08
C02096,2024-08-11,2024-08
C00889,2024-08-11,2024-08
C04904,2024-08-11,2024-08
C02996,2024-08-12,2024-08
C00608,2024-08-12,2024-08
C04076,2024-08-12,2024-08
C02473,2024-08-12,2024-08
C02581,2024-08-12,2024-08
C01942,2024-08-12,2024-08
C01815,2024-08-13,2024-08
C00009,2024-08-13,2024-08
C03483,2024-08-14,2024-08
C00891,2024-08-14,2024-08
C04230,2024-08-14,2024-08
C00261,2024-08-14,2024-08
C03979,2024-08-14,2024-08
C04748,2024-08-14,2024-08
C03504,2024-08-14,2024-08
C00587,2024-08-14,2024-08
C03164,2024-08-14,2024-08
C04042,2024-08-15,2024-08
C03418,2024-08-15,2024-08
C01031,2024-08-15,2024-08
C04413,2024-08-15,2024-08
C02217,2024-08-15,2024-08
C00913,2024-08-15,2024-08
C02734,2024-08-15,2024-08
C00686,2024-08-15,2024-08
C03852,2024-08-15,2024-08
C02267,2024-08-16,2024-08
C03305,2024-08-16,2024-08
C02236,2024-08-16,2024-08
C02536,2024-08-16,2024-08
C04398,2024-08-16,2024-08
C04403,2024-08-16,2024-08
C02683,2024-08-16,2024-08
C04566,2024-08-17,2024-08
C04548,2024-08-17,2024-08
C03813,2024-08-17,2024-08
C00704,2024-08-17,2024-08
C04600,2024-08-18,2024-08
C00715,2024-08-18,2024-08
C00408,2024-08-18,2024-08
C03351,2024-08-18,2024-08
C03048,2024-08-19,2024-08
C04831,2024-08-19,2024-08
C03247,2024-08-19,2024-08
C00427,2024-08-19,2024-08
C01618,2024-08-19,2024-08
C04488,2024-08-20,2024-08
C00196,2024-08-20,2024-08
C02597,2024-08-20,2024-08
C03924,2024-08-20,2024-08
C02038,2024-08-20,2024-08
C04764,2024-08-21,2024-08
C02951,2024-08-21,2024-08
C00378,2024-08-21,2024-08
C02420,2024-08-21,2024-08
C03069,2024-08-21,2024-08
C02929,2024-08-22,2024-08
C00526,2024-08-22,2024-08
C03043,2024-08-22,2024-08
C02743,2024-08-22,2024-08
C04943,2024-08-22,2024-08
C00240,2024-08-22,2024-08
C02737,2024-08-22,2024-08
C00593,2024-08-22,2024-08
C04327,2024-08-23,2024-08
C00144,2024-08-23,2024-08
C04880,2024-08-23,2024-08
C04231,2024-08-23,2024-08
C02886,2024-08-23,2024-08
C03970,2024-08-23,2024-08
C00920,2024-08-24,2024-08
C01644,2024-08-24,2024-08
C00234,2024-08-24,2024-08
C01799,2024-08-24,2024-08
C00711,2024-08-24,2024-08
C02894,2024-08-24,2024-08
C03790,2024-08-25,2024-08
C01572,2024-08-25,2024-08
C00030,2024-08-25,2024-08
C03131,2024-08-25,2024-08
C02480,2024-08-25,2024-08
C00115,2024-08-25,2024-08
C03209,2024-08-25,2024-08
C04157,2024-08-26,2024-08
C02868,2024-08-26,2024-08
C01470,2024-08-26,2024-08
C01763,2024-08-26,2024-08
C00047,2024-08-27,2024-08
C00215,2024-08-27,2024-08
C01814,2024-08-27,2024-08
C02248,2024-08-27,2024-08
C01237,2024-08-28,2024-08
C00509,2024-08-28,2024-08
C02290,2024-08-28,2024-08
C01626,2024-08-28,2024-08
C00394,2024-08-28,2024-08
C03789,2024-08-28,2024-08
C04292,2024-08-28,2024-08
C04689,2024-08-29,2024-08
C02730,2024-08-29,2024-08
C02787,2024-08-29,2024-08
C02367,2024-08-30,2024-08
C02497,2024-08-30,2024-08
C04389,2024-08-30,2024-08
C04303,2024-08-30,2024-08
C01813,2024-08-30,2024-08
C04647,2024-08-30,2024-08
C00354,2024-08-31,2024-08
C04449,2024-08-31,2024-08
C02550,2024-08-31,2024-08
C02407,2024-08-31,2024-08
C02212,2024-08-31,2024-08
C02166,2024-09-01,2024-09
C04473,2024-09-01,2024-09
C00295,2024-09-01,2024-09
C04416,2024-09-01,2024-09
C01197,2024-09-01,2024-09
C03540,2024-09-01,2024-09
C03422,2024-09-01,2024-09
C01427,2024-09-02,2024-09
C03091,2024-09-02,2024-09
C04664,2024-09-03,2024-09
C04481,2024-09-03,2024-09
C03550,2024-09-03,2024-09
C04410,2024-09-03,2024-09
C02763,2024-09-03,2024-09
C04399,2024-09-03,2024-09
C00048,2024-09-03,2024-09
C03887,2024-09-04,2024-09
C03271,2024-09-04,2024-09
C04783,2024-09-04,2024-09
C03249,2024-09-04,2024-09
C04573,2024-09-04,2024-09
C03285,2024-09-04,2024-09
C02453,2024-09-04,2024-09
C00389,2024-09-04,2024-09
C02210,2024-09-04,2024-09
C00248,2024-09-04,2024-09
C00583,2024-09-04,2024-09
C03355,2024-09-05,2024-09
C04798,2024-09-05,2024-09
C01978,2024-09-05,2024-09
C01790,2024-09-05,2024-09
C01400,2024-09-06,2024-09
C01753,2024-09-06,2024-09
C02610,2024-09-06,2024-09
C04918,2024-09-06,2024-09
C01410,2024-09-06,2024-09
C04249,2024-09-06,2024-09
C00654,2024-09-06,2024-09
C02072,2024-09-06,2024-09
C02053,2024-09-06,2024-09
C02374,2024-09-06,2024-09
C04336,2024-09-07,2024-09
C01473,2024-09-07,2024-09
C02011,2024-09-07,2024-09
C04120,2024-09-07,2024-09
C02968,2024-09-07,2024-09
C01569,2024-09-08,2024-09
C01597,2024-09-08,2024-09
C03683,2024-09-08,2024-09
C01861,2024-09-09,2024-09
C01606,2024-09-09,2024-09
C04425,2024-09-09,2024-09
C04564,2024-09-09,2024-09
C04467,2024-09-09,2024-09
C02421,2024-09-09,2024-09
C01891,2024-09-09,2024-09
C00943,2024-09-09,2024-09
C04031,2024-09-09,2024-09
C02769,2024-09-09,2024-09
C02003,2024-09-10,2024-09
C00837,2024-09-10,2024-09
C04503,2024-09-10,2024-09
C03487,2024-09-11,2024-09
C02101,2024-09-11,2024-09
C02352,2024-09-11,2024-09
C04681,2024-09-12,2024-09
C00404,2024-09-12,2024-09
C00198,2024-09-12,2024-09
C00411,2024-09-12,2024-09
C00893,2024-09-12,2024-09
C04474,2024-09-12,2024-09
C03171,2024-09-12,2024-09
C02505,2024-09-13,2024-09
C02300,2024-09-13,2024-09
C03881,2024-09-13,2024-09
C04642,2024-09-13,2024-09
C00326,2024-09-13,2024-09
C03224,2024-09-13,2024-09
C03811,2024-09-14,2024-09
C00690,2024-09-14,2024-09
C02543,2024-09-14,2024-09
C00459,2024-09-14,2024-09
C03814,2024-09-14,2024-09
C02627,2024-09-14,2024-09
C00292,2024-09-15,2024-09
C02077,2024-09-15,2024-09
C03099,2024-09-15,2024-09
C01431,2024-09-15,2024-09
C03526,2024-09-15,2024-09
C01883,2024-09-16,2024-09
C02203,2024-09-16,2024-09
C02828,2024-09-16,2024-09
C01420,2024-09-16,2024-09
C00497,2024-09-16,2024-09
C03961,2024-09-16,2024-09
C04485,2024-09-16,2024-09
C04188,2024-09-16,2024-09
C04401,2024-09-17,2024-09
C03410,2024-09-17,2024-09
C03735,2024-09-17,2024-09
C02977,2024-09-17,2024-09
C02169,2024-09-17,2024-09
C00854,2024-09-17,2024-09
C04113,2024-09-18,2024-09
C02194,2024-09-18,2024-09
C00368,2024-09-18,2024-09
C03946,2024-09-18,2024-09
C02959,2024-09-18,2024-09
C00483,2024-09-19,2024-09
C03406,2024-09-19,2024-09
C00124,2024-09-19,2024-09
C03383,2024-09-19,2024-09
C01723,2024-09-20,2024-09
C00650,2024-09-20,2024-09
C02054,2024-09-20,2024-09
C02357,2024-09-20,2024-09
C04169,2024-09-20,2024-09
C00729,2024-09-20,2024-09
C03875,2024-09-20,2024-09
C03837,2024-09-20,2024-09
C01016,2024-09-21,2024-09
C01401,2024-09-21,2024-09
C00130,2024-09-21,2024-09
C00886,2024-09-21,2024-09
C02926,2024-09-21,2024-09
C00468,2024-09-21,2024-09
C00799,2024-09-21,2024-09
C02702,2024-09-21,2024-09
C00422,2024-09-21,2024-09
C03907,2024-09-22,2024-09
C00678,2024-09-22,2024-09
C01424,2024-09-22,2024-09
C03823,2024-09-22,2024-09
C04340,2024-09-22,2024-09
C02114,2024-09-22,2024-09
C04716,2024-09-22,2024-09
C04390,2024-09-23,2024-09
C02071,2024-09-23,2024-09
C01560,2024-09-23,2024-09
C01494,2024-09-23,2024-09
C02260,2024-09-23,2024-09
C00723,2024-09-23,2024-09
C03918,2024-09-23,2024-09
C04624,2024-09-23,2024-09
C00815,2024-09-23,2024-09
C00062,2024-09-23,2024-09
C03037,2024-09-24,2024-09
C04603,2024-09-24,2024-09
C03443,2024-09-24,2024-09
C03447,2024-09-25,2024-09
C02309,2024-09-26,2024-09
C02181,2024-09-26,2024-09
C02257,2024-09-26,2024-09
C01540,2024-09-26,2024-09
C04884,2024-09-27,2024-09
C04711,2024-09-27,2024-09
C01732,2024-09-27,2024-09
C01975,2024-09-28,2024-09
C03451,2024-09-28,2024-09
C00655,2024-09-28,2024-09
C03989,2024-09-28,2024-09
C02282,2024-09-28,2024-09
C02012,2024-09-28,2024-09
C01153,2024-09-29,2024-09
C04458,2024-09-29,2024-09
C03681,2024-09-29,2024-09
C03143,2024-09-29,2024-09
C04757,2024-09-30,2024-09
C00024,2024-09-30,2024-09
C00477,2024-09-30,2024-09
C01352,2024-09-30,2024-09
C04049,2024-09-30,2024-09
C00563,2024-09-30,2024-09
C00947,2024-10-01,2024-10
C00443,2024-10-01,2024-10
C04519,2024-10-01,2024-10
C02031,2024-10-01,2024-10
C00380,2024-10-02,2024-10
C01233,2024-10-02,2024-10
C00730,2024-10-02,2024-10
C02628,2024-10-03,2024-10
C02781,2024-10-03,2024-10
C04004,2024-10-03,2024-10
C02411,2024-10-03,2024-10
C01648,2024-10-03,2024-10
C00344,2024-10-03,2024-10
C04588,2024-10-04,2024-10
C02567,2024-10-04,2024-10
C03794,2024-10-04,2024-10
C01218,2024-10-05,2024-10
C03962,2024-10-05,2024-10
C01404,2024-10-05,2024-10
C04464,2024-10-05,2024-10
C01501,2024-10-06,2024-10
C03386,2024-10-06,2024-10
C01439,2024-10-06,2024-10
C02688,2024-10-06,2024-10
C01804,2024-10-06,2024-10
C03801,2024-10-06,2024-10
C03494,2024-10-07,2024-10
C02838,2024-10-07,2024-10
C03304,2024-10-07,2024-10
C00774,2024-10-07,2024-10
C02814,2024-10-08,2024-10
C01002,2024-10-08,2024-10
C02163,2024-10-08,2024-10
C03467,2024-10-08,2024-10
C00600,2024-10-09,2024-10
C00798,2024-10-09,2024-10
C04591,2024-10-09,2024-10
C03160,2024-10-09,2024-10
C02895,2024-10-09,2024-10
C03716,2024-10-09,2024-10
C04728,2024-10-10,2024-10
C01819,2024-10-10,2024-10
C03899,2024-10-10,2024-10
C02445,2024-10-10,2024-10
C03904,2024-10-10,2024-10
C01752,2024-10-10,2024-10
C04216,2024-10-11,2024-10
C00003,2024-10-11,2024-10
C03868,2024-10-11,2024-10
C01469,2024-10-11,2024-10
C02741,2024-10-11,2024-10
C03259,2024-10-12,2024-10
C03449,2024-10-12,2024-10
C03335,2024-10-13,2024-10
C04717,2024-10-13,2024-10
C02125,2024-10-13,2024-10
C03612,2024-10-14,2024-10
C03317,2024-10-14,2024-10
C03253,2024-10-14,2024-10
C00932,2024-10-14,2024-10
C02093,2024-10-14,2024-10
C04236,2024-10-15,2024-10
C02122,2024-10-15,2024-10
C00338,2024-10-15,2024-10
C00291,2024-10-15,2024-10
C00977,2024-10-16,2024-10
C01304,2024-10-16,2024-10
C01784,2024-10-16,2024-10
C00481,2024-10-16,2024-10
C03648,2024-10-16,2024-10
C04182,2024-10-17,2024-10
C04108,2024-10-17,2024-10
C02767,2024-10-17,2024-10
C00156,2024-10-17,2024-10
C00284,2024-10-18,2024-10
C03587,2024-10-18,2024-10
C00544,2024-10-19,2024-10
C01495,2024-10-19,2024-10
C01275,2024-10-19,2024-10
C00896,2024-10-19,2024-10
C00058,2024-10-19,2024-10
C01159,2024-10-19,2024-10
C04035,2024-10-20,2024-10
C01386,2024-10-20,2024-10
C04454,2024-10-21,2024-10
C04098,2024-10-21,2024-10
C00719,2024-10-22,2024-10
C02343,2024-10-22,2024-10
C04095,2024-10-22,2024-10
C02297,2024-10-22,2024-10
C00630,2024-10-22,2024-10
C01033,2024-10-23,2024-10
C03616,2024-10-23,2024-10
C02045,2024-10-23,2024-10
C02157,2024-10-23,2024-10
C00983,2024-10-23,2024-10
C01362,2024-10-23,2024-10
C02193,2024-10-23,2024-10
C02575,2024-10-23,2024-10
C01521,2024-10-24,2024-10
C04500,2024-10-24,2024-10
C03095,2024-10-24,2024-10
C02954,2024-10-24,2024-10
C00570,2024-10-24,2024-10
C04235,2024-10-24,2024-10
C01902,2024-10-24,2024-10
C00763,2024-10-24,2024-10
C03742,2024-10-24,2024-10
C02792,2024-10-25,2024-10
C04529,2024-10-25,2024-10
C01454,2024-10-25,2024-10
C00118,2024-10-25,2024-10
C04718,2024-10-25,2024-10
C04378,2024-10-25,2024-10
C02162,2024-10-25,2024-10
C02118,2024-10-26,2024-10
C02126,2024-10-26,2024-10
C00309,2024-10-26,2024-10
C01960,2024-10-26,2024-10
C00951,2024-10-26,2024-10
C03465,2024-10-26,2024-10
C04854,2024-10-26,2024-10
C04945,2024-10-26,2024-10
C02876,2024-10-27,2024-10
C03628,2024-10-27,2024-10
C02511,2024-10-27,2024-10
C00572,2024-10-27,2024-10
C02983,2024-10-27,2024-10
C04522,2024-10-27,2024-10
C01416,2024-10-27,2024-10
C03275,2024-10-28,2024-10
C02672,2024-10-28,2024-10
C00792,2024-10-28,2024-10
C03729,2024-10-29,2024-10
C02849,2024-10-29,2024-10
C02402,2024-10-29,2024-10
C01702,2024-10-29,2024-10
C03492,2024-10-29,2024-10
C01882,2024-10-30,2024-10
C03416,2024-10-30,2024-10
C00097,2024-10-30,2024-10
C04671,2024-10-31,2024-10
C01909,2024-10-31,2024-10
C03658,2024-10-31,2024-10
C04442,2024-10-31,2024-10
C04610,2024-10-31,2024-10
C03867,2024-11-01,2024-11
C04204,2024-11-01,2024-11
